generation,N_shifts,logPrior,logLik,eventRate,acceptRate
51700000,2,-25.2889,-93.8257,2.01444,0.449
51800000,1,-15.1625,-99.1124,0.449106,0.509
51900000,3,-33.4427,-97.6809,1.74589,0.537
52000000,2,-24.9063,-102.885,3.50276,0.486
52100000,2,-25.6175,-100.279,0.57577,0.493
52200000,3,-34.5795,-94.2969,3.03761,0.5445
52300000,7,-68.4382,-86.0266,4.41219,0.504
52400000,5,-52.8566,-90.612,3.07621,0.527
52500000,1,-18.4121,-100.14,3.5922,0.525
52600000,2,-23.1958,-92.9943,0.919544,0.472
52700000,4,-41.3948,-97.9094,2.27728,0.51225
52800000,1,-14.5101,-102.931,0.318402,0.551867
52900000,4,-41.1923,-92.3334,3.45894,0.569636
53000000,2,-24.2435,-101.771,1.12035,0.51
53100000,1,-15.4336,-100.873,0.907174,0.475
53200000,3,-31.075,-98.2054,0.786552,0.482
53300000,2,-25.098,-103.588,1.07965,0.544
53400000,2,-26.4306,-95.6488,2.13676,0.543167
53500000,2,-27.15,-95.5308,1.94972,0.559333
53600000,3,-31.2701,-94.905,1.91967,0.582
53700000,3,-34.3815,-97.1495,1.89754,0.508
53800000,4,-41.963,-93.4873,2.47418,0.552
53900000,1,-14.3472,-98.8842,0.18589,0.561
54000000,2,-24.6242,-90.3505,2.43065,0.485
54100000,1,-17.3912,-97.5568,2.04548,0.49
54200000,1,-17.1884,-103.92,2.50402,0.458
54300000,3,-32.6747,-91.6814,0.937174,0.599
54400000,2,-25.47,-100.776,0.47908,0.477
54500000,1,-17.5218,-100.048,3.30255,0.48
54600000,5,-47.9225,-101.859,2.58821,0.5068
54700000,3,-31.5751,-96.001,2.23071,0.5204
54800000,4,-41.2741,-93.681,1.55091,0.548556
54900000,2,-25.7012,-96.9803,1.18188,0.50475
55000000,2,-26.861,-100.908,1.88888,0.499
55100000,3,-31.615,-100.486,2.0293,0.553667
55200000,2,-23.0631,-101.87,1.09982,0.556
55300000,1,-14.2496,-104.323,0.178569,0.557667
55400000,1,-14.8552,-99.2417,0.178386,0.534286
55500000,1,-16.3836,-100.946,0.843946,0.52168
55600000,5,-50.5011,-84.8303,2.86422,0.468
55700000,4,-44.4052,-86.4722,5.17138,0.49
55800000,1,-14.9153,-101.263,0.818007,0.47
55900000,1,-17.0605,-101.64,2.88438,0.520727
56000000,1,-14.5852,-99.8439,0.401371,0.5109
56100000,2,-23.035,-98.9183,0.753992,0.549333
56200000,6,-56.425,-90.5701,2.37234,0.531
56300000,2,-24.2005,-96.9375,1.31913,0.5359
56400000,2,-24.0653,-101.852,0.971484,0.46
56500000,5,-52.0905,-96.8346,3.02374,0.645
56600000,1,-18.3453,-100.096,3.81759,0.505286
56700000,1,-15.168,-100.969,1.01073,0.560333
56800000,1,-15.0396,-100.813,0.496494,0.511
56900000,2,-24.7287,-101.054,1.24224,0.532
57000000,3,-35.0604,-102.651,3.12462,0.558
57100000,3,-34.862,-98.6331,1.86914,0.531
57200000,2,-24.8994,-96.3299,2.525,0.542571
57300000,3,-33.1212,-97.4036,1.34808,0.477
57400000,3,-42.7522,-95.6872,2.80482,0.552286
57500000,6,-62.2336,-92.6207,2.75355,0.501923
57600000,2,-24.4611,-93.6882,1.35006,0.484
57700000,1,-16.1348,-98.8595,0.872732,0.540667
57800000,5,-50.3707,-102.635,2.4021,0.62
57900000,2,-23.6519,-92.6455,1.07227,0.4475
58000000,2,-22.7272,-97.1404,0.590646,0.452
58100000,4,-43.7529,-94.4158,3.52449,0.548
58200000,2,-25.1338,-98.1009,1.02948,0.508941
58300000,4,-45.5769,-94.2767,4.35787,0.57
58400000,4,-47.2117,-92.6811,2.75665,0.49225
58500000,3,-31.7785,-84.3539,1.12929,0.492714
58600000,1,-15.5481,-100.202,0.684965,0.545
58700000,2,-26.1779,-101.316,3.64955,0.5565
58800000,2,-23.9298,-94.3179,0.39084,0.607
58900000,3,-31.1473,-106.755,1.45676,0.544667
59000000,3,-31.1048,-90.7328,1.73236,0.533
59100000,1,-16.5213,-100.67,2.5562,0.468
59200000,3,-30.9595,-91.124,1.33467,0.529
59300000,1,-16.1016,-99.6751,1.45039,0.476
59400000,4,-43.3927,-92.3563,2.34601,0.507
59500000,2,-24.3749,-95.3594,1.89638,0.574
59600000,2,-24.8857,-102.035,1.12238,0.503
59700000,1,-19.7256,-104.582,4.64986,0.504
59800000,7,-68.1186,-83.7689,3.99248,0.575
59900000,1,-14.8522,-99.5442,0.377889,0.539
60000000,2,-22.4144,-94.5107,1.05752,0.532
60100000,3,-35.4956,-91.4648,2.52327,0.5062
60200000,2,-24.0462,-101.501,2.78879,0.449
60300000,1,-16.5185,-101.91,0.850911,0.525
60400000,3,-33.5176,-90.1418,3.01659,0.538167
60500000,2,-25.0555,-99.6452,1.08626,0.5824
60600000,4,-46.5831,-90.7544,4.48576,0.56275
60700000,4,-40.981,-93.4859,2.63933,0.545
60800000,1,-15.7156,-99.0516,1.176,0.5145
60900000,3,-35.4388,-100.56,3.40234,0.6085
61000000,1,-15.5522,-101.595,1.1321,0.462
61100000,3,-31.2558,-94.9243,1.11318,0.566636
61200000,3,-35.6834,-96.643,0.70642,0.537
61300000,3,-33.8779,-93.0806,2.33327,0.544833
61400000,2,-25.3224,-100.429,2.71667,0.535
61500000,3,-33.1886,-86.6205,2.84684,0.509
61600000,2,-24.2183,-102.328,2.72641,0.512
61700000,3,-31.7447,-84.6802,1.43598,0.515
61800000,4,-41.2696,-82.6029,4.26439,0.499
61900000,3,-32.6888,-90.7845,1.02326,0.522
62000000,4,-43.2697,-98.2217,1.59946,0.4898
62100000,4,-40.2119,-91.3987,0.922783,0.51125
62200000,3,-35.2346,-98.0341,2.89006,0.564
62300000,2,-22.7812,-97.6598,0.301434,0.506
62400000,1,-16.7658,-102.793,2.07844,0.507
62500000,3,-33.053,-94.4268,2.25949,0.558
62600000,4,-42.661,-83.3987,1.1767,0.556
62700000,1,-15.0195,-105.619,0.858221,0.5205
62800000,1,-14.6686,-100.368,0.582134,0.536
62900000,3,-36.065,-102.667,2.60293,0.5272
63000000,4,-47.8658,-103.057,2.74036,0.547
63100000,1,-16.3288,-101.846,1.11124,0.521
63200000,3,-34.8269,-96.0657,2.59857,0.537833
63300000,3,-32.942,-96.2795,1.38547,0.561
63400000,1,-16.7405,-101.725,1.14792,0.491
63500000,1,-16.3451,-103.532,1.98614,0.4802
63600000,4,-46.0659,-93.4622,2.07795,0.527
63700000,1,-16.4201,-97.7512,1.29567,0.4665
63800000,4,-46.0733,-87.1487,1.94847,0.537
63900000,1,-16.6759,-98.4575,1.21969,0.505571
64000000,2,-23.4112,-103.641,2.06534,0.511714
64100000,1,-17.1698,-101.248,1.39151,0.455
64200000,1,-16.7903,-103.746,1.2564,0.576
64300000,2,-29.1203,-92.833,1.98659,0.513
64400000,2,-26.8181,-105.075,2.31696,0.439
64500000,1,-16.2212,-106.388,1.834,0.516
64600000,2,-28.3328,-94.8476,1.39452,0.506
64700000,3,-30.4198,-104.6,1.07366,0.51925
64800000,3,-38.1364,-95.1752,1.94866,0.571
64900000,3,-35.2748,-102.239,4.13048,0.5475
65000000,1,-16.2761,-102.339,1.5838,0.51575
65100000,4,-44.9166,-93.5657,1.63141,0.558182
65200000,2,-22.3133,-102.141,0.982741,0.494
65300000,3,-32.1341,-88.8028,1.78875,0.518
65400000,1,-14.3174,-101.643,0.320179,0.47
65500000,2,-22.5895,-100.186,0.614219,0.594
65600000,3,-33.4092,-98.9656,0.432108,0.547
65700000,2,-23.3718,-94.483,1.2024,0.573
65800000,3,-30.8848,-106.319,1.48587,0.513
65900000,2,-23.8394,-95.9636,1.60944,0.4798
66000000,1,-14.6537,-98.3427,0.318638,0.522929
66100000,1,-15.8043,-101.311,1.72877,0.572
66200000,4,-43.8986,-85.7393,5.82955,0.550231
66300000,3,-33.8461,-95.7776,0.666129,0.535333
66400000,5,-50.2672,-89.6443,2.30496,0.515
66500000,2,-23.1643,-100.957,0.94973,0.512
66600000,1,-16.7909,-101.972,0.94545,0.477
66700000,4,-45.0164,-97.3514,4.0667,0.49
66800000,8,-75.0896,-87.7625,1.95433,0.527
66900000,2,-23.6106,-90.0501,0.644679,0.47
67000000,2,-24.5936,-108.892,1.344,0.538
67100000,2,-25.1071,-99.8837,2.03368,0.458
67200000,2,-24.3103,-99.3873,1.97028,0.48
67300000,5,-51.5965,-102.753,3.6401,0.571667
67400000,1,-16.6797,-98.0476,1.38998,0.562667
67500000,4,-45.241,-95.693,1.40237,0.494
67600000,2,-26.0174,-100.724,2.35506,0.534
67700000,2,-25.1459,-97.7757,3.63929,0.455
67800000,3,-35.5465,-98.9404,2.62158,0.432
67900000,2,-22.45,-93.8684,0.408,0.54575
68000000,5,-50.3503,-96.4661,2.78498,0.562
68100000,2,-25.4017,-96.9978,2.0898,0.533556
68200000,5,-52.8138,-96.3602,3.8941,0.549
68300000,1,-14.4233,-101.914,0.321152,0.457
68400000,1,-16.4861,-105.088,2.53892,0.525
68500000,3,-34.9989,-94.192,1.86129,0.551
68600000,2,-24.7626,-101.786,0.451482,0.5386
68700000,2,-23.303,-93.2094,1.03711,0.505
68800000,2,-24.3258,-96.4769,2.30762,0.517
68900000,1,-14.4373,-97.5635,0.214864,0.514
69000000,3,-34.5086,-96.0246,3.75776,0.56875
69100000,1,-14.5673,-99.034,0.501068,0.483
69200000,2,-22.9178,-98.6419,0.651177,0.517
69300000,2,-26.3951,-102.951,0.986405,0.423
69400000,7,-70.0155,-84.5877,3.78264,0.487
69500000,2,-25.0366,-98.1881,1.93653,0.512944
69600000,4,-41.8217,-89.7908,4.63006,0.516857
69700000,2,-22.7483,-98.7589,1.27833,0.532
69800000,3,-33.2608,-95.7759,0.555401,0.562
69900000,1,-15.7155,-96.8179,0.216344,0.52
70000000,2,-23.9049,-99.4731,0.501491,0.498875
70100000,2,-23.5601,-92.839,0.803106,0.519333
70200000,4,-40.7733,-92.8783,1.40578,0.558333
70300000,1,-15.2077,-98.3988,0.416872,0.564071
70400000,2,-23.4215,-96.0061,0.871081,0.552625
70500000,2,-25.3018,-100.678,1.3538,0.506667
70600000,5,-58.8088,-96.6682,4.00065,0.5815
70700000,2,-31.3039,-98.5906,4.25228,0.466
70800000,5,-48.4964,-83.8482,2.016,0.526
70900000,1,-14.8864,-105.78,0.733787,0.487
71000000,4,-39.7978,-87.8205,1.73396,0.581
71100000,2,-26.0487,-97.9027,1.41814,0.516
71200000,3,-34.3101,-99.3981,1.15903,0.521
71300000,3,-32.6836,-92.4875,1.79798,0.573
71400000,1,-16.2332,-100.992,0.725143,0.521
71500000,1,-15.5025,-101.971,0.838824,0.437
71600000,3,-33.3234,-99.1032,2.86657,0.551
71700000,1,-15.9309,-99.1412,0.813707,0.488
71800000,2,-24.3322,-95.9778,0.495338,0.484
71900000,3,-35.4333,-94.375,2.3629,0.537667
72000000,3,-32.5419,-91.121,2.03599,0.562
72100000,1,-16.5197,-100.616,0.787614,0.5518
72200000,2,-22.2715,-101.075,0.395572,0.538
72300000,1,-15.885,-102.379,1.4927,0.545
72400000,7,-65.8922,-101,2.66482,0.539923
72500000,2,-24.7053,-98.669,1.25189,0.530667
72600000,1,-14.6152,-103.659,0.478881,0.520333
72700000,2,-23.2399,-97.9656,1.0741,0.4965
72800000,1,-15.4165,-102.592,1.21307,0.527
72900000,3,-38.6096,-92.8593,5.12489,0.535
73000000,2,-24.3547,-94.0794,2.03925,0.535143
73100000,5,-48.3262,-88.8471,1.90781,0.547
73200000,4,-41.8608,-99.3744,2.77752,0.57
73300000,5,-51.1117,-89.2958,3.27123,0.552
73400000,3,-34.4854,-97.1529,1.6302,0.447
73500000,1,-15.076,-107.789,0.728549,0.532
73600000,7,-64.1527,-96.7626,3.31713,0.515667
73700000,3,-33.852,-98.4833,2.28585,0.553
73800000,4,-44.2637,-92.545,1.75375,0.567
73900000,2,-25.6087,-93.9912,2.14585,0.527
74000000,1,-14.8249,-101.457,0.780925,0.469
74100000,4,-39.3051,-98.7911,0.969833,0.515
74200000,1,-16.2835,-101.413,1.47033,0.513
74300000,3,-33.2565,-86.9332,2.88244,0.526857
74400000,2,-24.2626,-97.1994,0.586366,0.51
74500000,1,-15.4614,-106.819,0.946825,0.5255
74600000,3,-35.2032,-106.332,1.31163,0.534
74700000,2,-24.2732,-102.707,1.66644,0.537
74800000,2,-24.5659,-97.8579,0.392569,0.51275
74900000,3,-34.8788,-95.0455,4.34498,0.519143
75000000,1,-15.2357,-107.887,0.904779,0.5125
75100000,4,-43.3618,-95.2099,1.56888,0.539
75200000,2,-24.3102,-99.8279,1.25928,0.539
75300000,2,-24.0392,-96.1743,1.76462,0.495667
75400000,1,-15.5678,-104.583,0.345079,0.472
75500000,5,-54.1823,-95.8752,2.82046,0.534667
75600000,2,-28.9779,-97.9602,1.27252,0.537643
75700000,1,-15.5331,-102.7,0.758843,0.471
75800000,1,-16.3634,-98.0575,0.914671,0.501
75900000,2,-25.8067,-99.6591,1.85237,0.517625
76000000,7,-72.4884,-89.631,2.58922,0.566
76100000,2,-22.3509,-103.539,1.23246,0.505444
76200000,3,-33.9015,-105.517,0.87096,0.5182
76300000,3,-34.7472,-89.8221,4.86421,0.508
76400000,1,-16.9255,-100.384,1.43014,0.527
76500000,3,-36.3745,-91.4279,1.29908,0.558348
76600000,1,-15.3964,-101.097,0.999981,0.538
76700000,1,-16.2945,-101.215,0.987542,0.5185
76800000,1,-16.8086,-100.121,1.18745,0.553
76900000,3,-34.2017,-102.969,3.027,0.572714
77000000,1,-14.8305,-103.437,0.749368,0.482
77100000,2,-26.6922,-96.6164,1.2774,0.533
77200000,1,-15.349,-100.97,0.775252,0.507
77300000,3,-36.1353,-95.684,1.13413,0.5695
77400000,5,-49.0052,-82.276,2.10925,0.505
77500000,1,-16.8288,-101.848,0.328294,0.546154
77600000,2,-28.8368,-98.7048,3.58314,0.549
77700000,4,-39.3381,-85.2376,1.50829,0.495
77800000,2,-23.7403,-98.9242,0.408211,0.522
77900000,1,-16.4733,-100.18,2.47574,0.507
78000000,1,-18.7225,-104.971,1.36405,0.4938
78100000,1,-17.5595,-100.7,1.94394,0.519
78200000,2,-26.1265,-100.944,0.321136,0.494
78300000,4,-43.4651,-96.3018,4.12252,0.503
78400000,1,-16.9679,-104.501,2.21409,0.556125
78500000,3,-31.8913,-96.7261,1.13579,0.539308
78600000,1,-16.2904,-99.0659,2.20519,0.551
78700000,3,-33.9175,-97.8565,2.03946,0.555667
78800000,1,-15.0415,-99.149,0.771161,0.512
78900000,3,-32.6109,-94.0562,1.8515,0.520364
79000000,3,-31.7564,-98.2516,0.462557,0.530333
79100000,1,-15.9212,-102.773,0.971201,0.495
79200000,5,-53.4803,-93.5042,4.42679,0.517
79300000,3,-32.2732,-93.6752,2.11421,0.549667
79400000,3,-31.0382,-99.9213,2.2143,0.594
79500000,6,-60.5616,-88.5768,3.24373,0.512667
79600000,7,-69.4494,-91.9018,2.51654,0.521
79700000,3,-33.6889,-98.9,2.88679,0.525333
79800000,2,-24.6737,-102.672,1.10579,0.505111
79900000,3,-34.034,-95.2903,1.96067,0.548207
80000000,2,-26.4965,-100.882,0.924368,0.498875
80100000,6,-57.9739,-85.6177,2.69442,0.563
80200000,1,-15.9923,-100.202,0.265294,0.50725
80300000,2,-23.8233,-97.7435,1.1114,0.493
80400000,2,-22.3405,-100.948,1.2734,0.524
80500000,3,-37.3053,-92.2075,4.44106,0.4845
80600000,1,-14.6763,-102.514,0.497572,0.587
80700000,1,-15.3998,-101.35,1.23545,0.483
80800000,1,-15.0839,-100.388,1.09838,0.545476
80900000,2,-24.2083,-96.9643,1.94967,0.491
81000000,2,-22.3286,-96.542,1.49285,0.580667
81100000,6,-63.0553,-84.1387,5.7513,0.554
81200000,1,-15.1572,-103.84,0.32508,0.527312
81300000,5,-49.4302,-94.9393,1.58174,0.527
81400000,2,-23.5102,-98.3859,1.16255,0.525
81500000,1,-15.8959,-100.108,1.07269,0.495
81600000,2,-23.3713,-97.2913,0.619674,0.540185
81700000,4,-40.0285,-88.3362,2.6488,0.494
81800000,1,-15.2663,-100.353,0.667356,0.482
81900000,2,-28.9779,-98.7841,2.05934,0.52008
82000000,4,-43.4718,-87.256,1.1962,0.448
82100000,3,-33.751,-97.2803,0.692362,0.487
82200000,2,-25.3853,-98.5735,2.52746,0.542143
82300000,3,-33.9923,-92.9848,1.25257,0.547
82400000,2,-27.414,-100.054,5.1976,0.519
82500000,1,-15.5219,-102.954,1.20587,0.515333
82600000,3,-31.098,-91.032,1.27173,0.495
82700000,3,-32.1774,-95.8235,1.29844,0.61
82800000,1,-15.0421,-102.767,0.764332,0.559111
82900000,5,-49.4154,-90.9595,3.48358,0.534
83000000,3,-31.7715,-99.1738,1.83328,0.539667
83100000,2,-25.0822,-105.325,3.05959,0.475
83200000,2,-22.4319,-94.6265,0.728917,0.488
83300000,4,-39.7168,-100.276,0.841236,0.537875
83400000,4,-38.3192,-94.7007,1.40565,0.486333
83500000,1,-14.8492,-102.487,0.405703,0.483
83600000,1,-15.2052,-102.295,0.443688,0.508
83700000,1,-15.1719,-104.932,0.750872,0.519138
83800000,3,-30.2555,-97.3935,0.8302,0.555
83900000,5,-50.2589,-90.0398,4.30705,0.571
84000000,3,-29.7335,-101.021,1.27905,0.594
84100000,2,-22.721,-96.8282,1.29143,0.513
84200000,1,-15.9003,-106.958,1.11153,0.467
84300000,3,-31.4635,-96.0781,0.582997,0.557375
84400000,4,-40.3799,-92.7809,2.40531,0.497
84500000,4,-38.812,-94.3375,1.97193,0.572
84600000,1,-14.9811,-101.485,0.939774,0.505
84700000,2,-24.0592,-105.354,0.643698,0.498
84800000,1,-14.9428,-100.923,0.0918013,0.49
84900000,4,-43.3385,-93.1708,1.66159,0.48
85000000,2,-23.0734,-101.991,1.06115,0.551
85100000,2,-23.71,-104.821,0.791389,0.556
85200000,1,-17.0771,-102.917,2.23717,0.493
85300000,2,-25.5587,-100.779,2.11772,0.5
85400000,2,-22.5824,-102.033,0.833086,0.547667
85500000,2,-23.2901,-100.916,0.75773,0.53475
85600000,4,-42.2291,-93.9501,2.22492,0.549333
85700000,2,-23.4631,-93.4333,1.45691,0.4785
85800000,2,-26.4415,-97.3098,2.00475,0.493
85900000,3,-33.5073,-97.6948,0.986997,0.525
86000000,2,-25.2981,-99.0297,1.21626,0.541
86100000,1,-14.4745,-98.692,0.382263,0.54
86200000,3,-32.7228,-102.578,3.32351,0.561
86300000,2,-23.1617,-101.363,0.713556,0.487
86400000,3,-31.8648,-96.586,2.47463,0.541
86500000,2,-23.0346,-101.321,1.44303,0.488
86600000,4,-44.5427,-93.6043,2.30839,0.513
86700000,4,-39.7953,-98.2688,2.6406,0.529917
86800000,7,-68.9478,-94.5547,2.90527,0.593
86900000,2,-22.8251,-102.626,0.680219,0.517318
87000000,2,-24.3524,-88.6601,0.338369,0.4902
87100000,1,-17.7781,-101.763,1.82271,0.528
87200000,2,-23.9852,-98.1487,1.34515,0.5255
87300000,2,-23.7927,-93.3342,1.0555,0.566
87400000,3,-34.6762,-99.6557,3.81989,0.534
87500000,2,-21.8971,-96.4805,0.428829,0.555
87600000,3,-33.1107,-102.627,1.13786,0.519
87700000,3,-34.0072,-91.2425,1.29573,0.534
87800000,1,-17.1294,-98.655,2.09512,0.516
87900000,1,-14.169,-101.165,0.237124,0.517
88000000,2,-24.3398,-97.072,0.737032,0.541
88100000,1,-15.2543,-97.5194,0.59478,0.498
88200000,4,-46.7925,-87.396,2.33537,0.459
88300000,4,-42.0649,-98.5924,3.20191,0.519
88400000,3,-31.7246,-97.287,3.19929,0.526
88500000,2,-25.3498,-98.9635,1.63541,0.591
88600000,1,-16.6266,-100.243,0.854413,0.526
88700000,4,-40.1758,-90.2323,2.70186,0.59
88800000,2,-26.3019,-102.215,2.50113,0.536
88900000,3,-34.3172,-93.9011,1.8466,0.567
89000000,6,-59.2845,-92.4785,3.5701,0.567
89100000,1,-15.8132,-103.15,0.447149,0.55325
89200000,1,-14.9717,-98.4218,0.744082,0.446
89300000,2,-27.0295,-102.802,2.26703,0.54375
89400000,1,-15.688,-102.319,1.4675,0.573857
89500000,2,-23.1796,-94.0429,0.552528,0.527308
89600000,1,-15.3767,-97.2144,0.165834,0.564167
89700000,2,-27.7968,-98.0787,2.38507,0.486
89800000,4,-42.6151,-91.8102,2.81102,0.594
89900000,2,-23.7888,-100.794,1.87758,0.55
90000000,2,-23.6041,-100.568,1.43597,0.509
90100000,4,-38.6149,-90.278,1.71105,0.531467
90200000,2,-23.191,-90.8189,0.971524,0.502
90300000,2,-25.8293,-99.0984,1.45687,0.539
90400000,3,-31.6735,-100.362,1.18605,0.528545
90500000,3,-34.7705,-94.4275,0.827702,0.5192
90600000,2,-24.2433,-101.669,2.07243,0.562
90700000,3,-34.419,-98.3762,1.28406,0.565
90800000,2,-25.2825,-102.773,0.295727,0.56
90900000,4,-43.9093,-89.8382,2.75819,0.596
91000000,1,-15.9575,-98.5125,0.805316,0.478667
91100000,3,-35.0758,-94.3738,3.11125,0.537
91200000,2,-25.2823,-101.425,1.49725,0.58
91300000,5,-50.7286,-91.3656,1.74323,0.491444
91400000,6,-65.5309,-91.2807,4.18055,0.583
91500000,1,-17.7827,-98.6417,1.30194,0.551
91600000,4,-40.9993,-85.224,2.79578,0.501
91700000,2,-25.7786,-97.8573,1.53249,0.5345
91800000,3,-35.9283,-92.8558,3.45359,0.4485
91900000,2,-24.3655,-103.039,1.6005,0.507
92000000,1,-15.5027,-100.559,1.4296,0.521
92100000,3,-32.6513,-94.3786,1.26205,0.542
92200000,2,-24.7733,-95.1548,1.64076,0.52425
92300000,3,-35.394,-97.3717,1.55315,0.571
92400000,5,-52.9567,-97.9828,3.09869,0.528375
92500000,4,-40.8314,-94.2506,1.70675,0.4814
92600000,2,-23.5997,-100.268,0.89416,0.487667
92700000,3,-34.7769,-98.5713,1.40783,0.524
92800000,2,-25.9769,-97.0693,1.08011,0.534
92900000,1,-17.7457,-99.2996,0.332584,0.528
93000000,3,-38.2549,-98.5534,1.50612,0.532
93100000,2,-25.1701,-95.9297,0.708383,0.525
93200000,6,-61.4469,-79.6286,3.44085,0.52
93300000,1,-15.2558,-99.9573,0.802395,0.521833
93400000,1,-14.7334,-105.343,0.677562,0.53775
93500000,2,-22.359,-89.4881,1.13407,0.468
93600000,1,-15.1993,-98.9218,0.498388,0.5055
93700000,2,-27.6936,-98.6177,2.5193,0.543
93800000,3,-35.3798,-98.3914,0.549492,0.537
93900000,2,-23.7013,-95.0834,0.763275,0.507
94000000,6,-62.7336,-90.1656,1.52001,0.489545
94100000,1,-15.5374,-101.381,1.36418,0.534
94200000,3,-32.7576,-104.862,0.525196,0.59
94300000,2,-22.3445,-95.5471,0.303111,0.489
94400000,3,-33.614,-96.0691,1.30956,0.608
94500000,1,-16.5608,-100.484,1.07276,0.498
94600000,4,-43.4758,-95.7501,2.83692,0.547
94700000,2,-31.5749,-97.4446,3.02336,0.507
94800000,2,-26.3394,-102.114,1.47046,0.516143
94900000,4,-41.9781,-92.6303,1.38096,0.5612
95000000,3,-30.8571,-101.14,2.33747,0.557
95100000,3,-32.2136,-93.6906,1.49109,0.509
95200000,5,-54.3927,-94.5179,2.27498,0.522
95300000,1,-15.9592,-104.06,0.938022,0.538
95400000,2,-24.5,-91.8403,2.51699,0.531375
95500000,4,-42.7406,-89.3716,1.2555,0.5545
95600000,3,-33.758,-85.8274,1.62541,0.491
95700000,5,-52.6287,-98.393,3.04644,0.529
95800000,3,-36.6094,-101.821,4.28241,0.51175
95900000,1,-14.3208,-100.732,0.0692708,0.481
96000000,4,-43.4574,-94.5791,2.54183,0.549813
96100000,2,-24.277,-100.906,0.945543,0.543
96200000,1,-16.6925,-99.9515,1.49915,0.52175
96300000,1,-14.8,-101.207,0.643436,0.489923
96400000,1,-14.109,-105.177,0.0287743,0.51
96500000,5,-50.8109,-92.5905,2.01886,0.555
96600000,4,-41.6659,-96.6645,4.18712,0.594
96700000,1,-16.3512,-102.985,1.13534,0.503
96800000,3,-31.4543,-96.986,2.0064,0.566
96900000,3,-32.2746,-96.185,1.77384,0.527
97000000,3,-39.9816,-95.653,1.16735,0.585
97100000,3,-32.8393,-94.9297,1.85746,0.538
97200000,5,-53.0863,-96.9394,1.25223,0.5276
97300000,2,-25.1822,-99.7963,1.33435,0.543
97400000,4,-41.5356,-101.662,1.44414,0.519762
97500000,2,-24.1343,-94.9614,1.15115,0.547667
97600000,1,-16.0077,-104.425,0.326774,0.496
97700000,1,-14.9121,-101.756,0.857642,0.512
97800000,2,-23.8195,-92.2896,1.14386,0.431
97900000,1,-15.9618,-103.138,0.154327,0.527
98000000,1,-19.2209,-97.5426,2.66757,0.499
98100000,3,-30.4714,-87.9507,1.5664,0.485
98200000,1,-15.3536,-97.2409,0.643666,0.507
98300000,4,-41.9272,-106.63,2.89384,0.473
98400000,1,-16.1195,-100.692,1.29204,0.53
98500000,4,-39.4312,-85.4699,1.46609,0.524952
98600000,1,-14.889,-99.9099,0.292857,0.528
98700000,2,-25.7391,-98.1605,0.531809,0.5165
98800000,2,-27.8044,-100.729,6.05895,0.4562
98900000,1,-14.4008,-100.008,0.495238,0.553
99000000,3,-34.1634,-98.773,1.14627,0.598
99100000,2,-27.2887,-102.559,3.14961,0.53
99200000,1,-15.3354,-105.234,0.758607,0.548
99300000,7,-67.0529,-89.1568,3.74591,0.554
99400000,2,-24.4288,-97.9604,0.639922,0.501
99500000,3,-33.6457,-100.245,1.6318,0.568
99600000,1,-14.7298,-101.219,0.71246,0.447
99700000,4,-39.5855,-98.8383,2.02744,0.552
99800000,2,-28.3571,-99.1103,0.466355,0.5315
99900000,2,-23.1747,-103.027,0.748452,0.557667
100000000,1,-15.4623,-100.81,0.984115,0.487
100100000,2,-25.5037,-104.653,0.460275,0.439
100200000,1,-16.2426,-98.6055,2.08605,0.551
100300000,2,-25.0602,-97.986,1.79442,0.55
100400000,1,-15.5168,-97.2578,0.297289,0.5201
100500000,1,-15.1375,-102.05,0.217011,0.558583
100600000,3,-33.0973,-95.2901,2.52599,0.496
100700000,3,-30.9151,-94.7191,2.44831,0.537769
100800000,3,-32.7108,-92.9699,1.7181,0.534667
100900000,1,-14.67,-100.854,0.377595,0.534273
101000000,1,-16.2682,-99.6555,0.650291,0.47475
101100000,4,-42.9435,-91.7447,1.89944,0.522667
101200000,2,-26.9923,-99.258,5.04059,0.54
101300000,2,-23.8803,-102.076,0.673854,0.552
101400000,3,-34.4661,-97.0552,0.167927,0.573
101500000,2,-22.395,-99.6126,0.401454,0.512
101600000,3,-37.1208,-102.713,4.71702,0.497
101700000,2,-24.5801,-100.447,1.27276,0.5478
101800000,2,-24.6517,-100.244,0.893598,0.5245
101900000,2,-22.7328,-96.0269,1.58355,0.54
102000000,2,-24.3252,-98.7283,1.36495,0.541
102100000,5,-51.963,-96.1384,2.29018,0.56
102200000,6,-60.5555,-94.5064,4.96098,0.515
102300000,2,-24.3191,-94.4493,1.34121,0.481
102400000,2,-22.6796,-105.378,0.530886,0.4885
102500000,3,-33.18,-96.2698,1.48978,0.53284
102600000,3,-32.561,-102.57,1.72877,0.492
102700000,2,-26.1569,-98.577,0.969094,0.5
102800000,2,-25.1747,-99.8404,0.845075,0.51
102900000,1,-16.4543,-98.7346,2.43759,0.52175
103000000,3,-36.523,-87.7548,1.81881,0.543
103100000,3,-33.7503,-93.5292,2.73195,0.559
